Depth,Density,Block_densities,Density_Kg_m3,Block_Density_Kg_m3,Depth_m,pp,Sv,Sv_block,overburdenStressGradient,overburdenStressGradientBlock,Continuous_porosity,Block_porosity
1312,1.7561630867144085,1.9270000000000047,1756.1630867144086,1927.0000000000048,399.8976,577.28,667.250775589157,694.1384051319219,0.5085752862722234,0.5290689063505503,0.5551981842856422,0.45470588235293846
1313,1.7563436754176702,1.9270000000000047,1756.3436754176703,1927.0000000000048,400.2024,577.72,668.0116839251438,694.9732476425129,0.5087674668127523,0.5293017879988674,0.5550919556366646,0.45470588235293846
1314,1.756524264120932,1.9270000000000047,1756.524264120932,1927.0000000000048,400.5072,578.16,668.7726704983522,695.8080901531039,0.5089594143823076,0.5295343151850106,0.5549857269876871,0.45470588235293846
1315,1.7567048528241938,1.9270000000000047,1756.7048528241937,1927.0000000000048,400.812,578.6,669.5337353087825,696.6429326636949,0.5091511295123822,0.5297664887176387,0.5548794983387096,0.45470588235293846
1316,1.7568854415274555,1.9270000000000047,1756.8854415274554,1927.0000000000048,401.1168,579.04,670.2948783564347,697.4777751742859,0.5093426127328531,0.5299983094029528,0.5547732696897321,0.45470588235293846
1317,1.7570660302307173,1.9270000000000047,1757.0660302307174,1927.0000000000048,401.4216,579.48,671.0560996413086,698.3126176848768,0.5095338645719883,0.5302297780447053,0.5546670410407546,0.45470588235293846
1318,1.757246618933979,1.9270000000000047,1757.246618933979,1927.0000000000048,401.7264,579.92,671.8173991634043,699.1474601954678,0.5097248855564525,0.5304608954442093,0.5545608123917771,0.45470588235293846
1319,1.7574272076372408,1.9270000000000047,1757.4272076372408,1927.0000000000048,402.0312,580.36,672.5787769227218,699.9823027060588,0.509915676211313,0.5306916624003478,0.5544545837427995,0.45470588235293846
1320,1.7576077963405026,1.9270000000000047,1757.6077963405025,1927.0000000000048,402.336,580.8,673.3402329192611,700.8171452166498,0.5101062370600463,0.5309220797095832,0.5543483550938221,0.45470588235293846
1321,1.7577883850437643,1.9270000000000047,1757.7883850437643,1927.0000000000048,402.6408,581.24,674.1017671530223,701.6519877272408,0.5102965686245438,0.5311521481659658,0.5542421264448446,0.45470588235293846
1322,1.757968973747026,1.9270000000000047,1757.9689737470262,1927.0000000000048,402.9456,581.68,674.8633796240052,702.4868302378318,0.5104866714251174,0.5313818685611436,0.554135897795867,0.45470588235293846
1323,1.7581495624502879,1.9270000000000047,1758.149562450288,1927.0000000000048,403.2504,582.12,675.6250703322099,703.3216727484228,0.5106765459805064,0.5316112416843709,0.5540296691468896,0.45470588235293846
1324,1.7583301511535496,1.9270000000000047,1758.3301511535497,1927.0000000000048,403.5552,582.5600000000001,676.3868392776365,704.1565152590138,0.5108661928078825,0.531840268322518,0.553923440497912,0.45470588235293846
1325,1.7585107398568114,1.9270000000000047,1758.5107398568114,1927.0000000000048,403.86,583.0,677.1486864602848,704.9913577696047,0.5110556124228565,0.5320689492600791,0.5538172118489345,0.45470588235293846
1326,1.7586913285600732,1.9270000000000047,1758.691328560073,1927.0000000000048,404.1648,583.44,677.910611880155,705.8262002801957,0.5112448053394834,0.5322972852791823,0.553710983199957,0.45470588235293846
1327,1.758871917263335,1.9270000000000047,1758.8719172633348,1927.0000000000048,404.4696,583.88,678.672615537247,706.6610427907867,0.5114337720702691,0.5325252771595982,0.5536047545509795,0.45470588235293846
1328,1.7590525059665967,1.9270000000000047,1759.0525059665968,1927.0000000000048,404.7744,584.32,679.4346974315607,707.4958853013777,0.5116225131261752,0.5327529256787483,0.553498525902002,0.45470588235293846
1329,1.7592330946698584,1.9270000000000047,1759.2330946698585,1927.0000000000048,405.0792,584.76,680.1968575630963,708.3307278119687,0.5118110290166262,0.5329802316117146,0.5533922972530245,0.45470588235293846
1330,1.7594136833731202,1.9270000000000047,1759.4136833731202,1927.0000000000048,405.384,585.2,680.9590959318537,709.1655703225597,0.511999320249514,0.5332071957312479,0.5532860686040469,0.45470588235293846
1331,1.759594272076382,1.9270000000000047,1759.594272076382,1927.0000000000048,405.6888,585.64,681.7214125378329,710.0004128331507,0.5121873873312043,0.5334338188077766,0.5531798399550695,0.45470588235293846
1332,1.7597748607796437,1.9270000000000047,1759.7748607796436,1927.0000000000048,405.9936,586.08,682.4838073810338,710.8352553437417,0.5123752307665419,0.5336601016094157,0.553073611306092,0.45470588235293846
1333,1.7599554494829055,1.9270000000000047,1759.9554494829056,1927.0000000000048,406.2984,586.52,683.2462804614565,711.6700978543327,0.5125628510588571,0.533886044901975,0.5529673826571144,0.45470588235293846
1334,1.7601360381861673,1.9270000000000047,1760.1360381861673,1927.0000000000048,406.6032,586.96,684.0088317791011,712.5049403649236,0.5127502487099709,0.5341116494489683,0.552861154008137,0.45470588235293846
1335,1.760316626889429,1.9270000000000047,1760.316626889429,1927.0000000000048,406.908,587.4,684.7714613339675,713.3397828755146,0.5129374242202004,0.5343369160116215,0.5527549253591595,0.45470588235293846
1336,1.7604972155926908,1.9270000000000047,1760.4972155926907,1927.0000000000048,407.2128,587.84,685.5341691260558,714.1746253861056,0.5131243780883651,0.5345618453488814,0.5526486967101819,0.45470588235293846
1337,1.7606778042959526,1.9270000000000047,1760.6778042959525,1927.0000000000048,407.5176,588.28,686.2969551553657,715.0094678966966,0.5133111108117918,0.5347864382174246,0.5525424680612044,0.45470588235293846
1338,1.7608583929992143,1.9270000000000047,1760.8583929992144,1927.0000000000048,407.8224,588.72,687.0598194218975,715.8443104072876,0.513497622886321,0.5350106953716649,0.552436239412227,0.45470588235293846
1339,1.761038981702476,1.9270000000000047,1761.0389817024761,1927.0000000000048,408.1272,589.16,687.8227619256511,716.6791529178786,0.5136839148063115,0.5352346175637629,0.5523300107632494,0.45470588235293846
1340,1.7612195704057378,1.9270000000000047,1761.2195704057378,1927.0000000000048,408.432,589.6,688.5857826666265,717.5139954284696,0.5138699870646467,0.535458205543634,0.5522237821142719,0.45470588235293846
1341,1.7614001591089996,1.9270000000000047,1761.4001591089996,1927.0000000000048,408.7368,590.04,689.3488816448237,718.3488379390606,0.5140558401527395,0.5356814600589564,0.5521175534652943,0.45470588235293846
1342,1.7615807478122614,1.9270000000000047,1761.5807478122613,1927.0000000000048,409.0416,590.48,690.1120588602427,719.1836804496515,0.5142414745605385,0.53590438185518,0.5520113248163169,0.45470588235293846
1343,1.7617613365155231,1.9270000000000047,1761.7613365155232,1927.0000000000048,409.3464,590.92,690.8753143128835,720.0185229602425,0.5144268907765327,0.5361269716755342,0.5519050961673394,0.45470588235293846
1344,1.761941925218785,1.9270000000000047,1761.941925218785,1927.0000000000048,409.6512,591.36,691.6386480027461,720.8533654708335,0.5146120892877575,0.5363492302610369,0.5517988675183618,0.45470588235293846
1345,1.7621225139220467,1.9270000000000047,1762.1225139220467,1927.0000000000048,409.956,591.8,692.4020599298306,721.6882079814245,0.5147970705797996,0.5365711583505015,0.5516926388693844,0.45470588235293846
1346,1.7623031026253084,1.9270000000000047,1762.3031026253084,1927.0000000000048,410.2608,592.24,693.1655500941367,722.5230504920155,0.514981835136803,0.5367927566805464,0.5515864102204069,0.45470588235293846
1347,1.7624836913285702,1.9270000000000047,1762.48369132857,1927.0000000000048,410.5656,592.68,693.9291184956647,723.3578930026065,0.5151663834414735,0.5370140259856024,0.5514801815714293,0.45470588235293846
1348,1.762664280031832,1.9270000000000047,1762.664280031832,1927.0000000000048,410.8704,593.12,694.6927651344146,724.1927355131975,0.515350715975085,0.537234966997921,0.5513739529224518,0.45470588235293846
1349,1.7628448687350937,1.9270000000000047,1762.8448687350938,1927.0000000000048,411.1752,593.5600000000001,695.4564900103862,725.0275780237885,0.5155348332174843,0.5374555804475822,0.5512677242734744,0.45470588235293846
1350,1.7630254574383555,1.9270000000000047,1763.0254574383555,1927.0000000000048,411.48,594.0,696.2202931235797,725.8624205343795,0.5157187356470961,0.5376758670625033,0.5511614956244968,0.45470588235293846
1351,1.7632060461416172,1.9270000000000047,1763.2060461416172,1927.0000000000048,411.7848,594.44,696.9841744739949,726.6972630449704,0.5159024237409289,0.5378958275684459,0.5510552669755193,0.45470588235293846
1352,1.763386634844879,1.9270000000000047,1763.386634844879,1927.0000000000048,412.0896,594.88,697.748134061632,727.5321055555614,0.5160858979745798,0.5381154626890248,0.5509490383265419,0.45470588235293846
1353,1.7635672235481408,1.9270000000000047,1763.5672235481409,1927.0000000000048,412.3944,595.32,698.5121718864908,728.3669480661524,0.5162691588222401,0.538334773145715,0.5508428096775643,0.45470588235293846
1354,1.7637478122514025,1.9270000000000047,1763.7478122514026,1927.0000000000048,412.6992,595.76,699.2762879485715,729.2017905767434,0.5164522067566998,0.5385537596578607,0.5507365810285868,0.45470588235293846
1355,1.7639284009546643,1.9270000000000047,1763.9284009546643,1927.0000000000048,413.004,596.2,700.0404822478739,730.0366330873344,0.5166350422493534,0.5387724229426822,0.5506303523796093,0.45470588235293846
1356,1.764108989657926,1.9270000000000047,1764.108989657926,1927.0000000000048,413.3088,596.64,700.8047547843981,730.8714755979254,0.5168176657702052,0.5389907637152842,0.5505241237306318,0.45470588235293846
1357,1.7642895783611878,1.9270000000000047,1764.2895783611878,1927.0000000000048,413.6136,597.08,701.5691055581442,731.7063181085164,0.5170000777878734,0.5392087826886635,0.5504178950816543,0.45470588235293846
1358,1.7644701670644496,1.9270000000000047,1764.4701670644497,1927.0000000000048,413.9184,597.52,702.3335345691121,732.5411606191074,0.5171822787695965,0.5394264805737168,0.5503116664326767,0.45470588235293846
1359,1.7646507557677114,1.9270000000000047,1764.6507557677114,1927.0000000000048,414.2232,597.96,703.0980418173018,733.3760031296983,0.5173642691812376,0.5396438580792482,0.5502054377836992,0.45470588235293846
1360,1.7648313444709731,1.9270000000000047,1764.8313444709731,1927.0000000000048,414.528,598.4,703.8626273027132,734.2108456402893,0.5175460494872891,0.5398609159119775,0.5500992091347218,0.45470588235293846
1361,1.7650119331742349,1.9270000000000047,1765.0119331742349,1927.0000000000048,414.8328,598.84,704.6272910253465,735.0456881508803,0.5177276201508791,0.5400776547765469,0.5499929804857442,0.45470588235293846
1362,1.7651925218774966,1.9270000000000047,1765.1925218774966,1927.0000000000048,415.1376,599.28,705.3920329852016,735.8805306614713,0.517908981633775,0.5402940753755296,0.5498867518367667,0.45470588235293846
1363,1.7653731105807584,1.9270000000000047,1765.3731105807585,1927.0000000000048,415.4424,599.72,706.1568531822785,736.7153731720623,0.5180901343963892,0.5405101784094367,0.5497805231877892,0.45470588235293846
1364,1.7655536992840202,1.9270000000000047,1765.5536992840202,1927.0000000000048,415.7472,600.16,706.9217516165772,737.5502156826533,0.5182710788977839,0.5407259645767253,0.5496742945388117,0.45470588235293846
1365,1.765734287987282,1.9270000000000047,1765.734287987282,1927.0000000000048,416.052,600.6,707.6867282880977,738.3850581932443,0.518451815595676,0.5409414345738053,0.5495680658898342,0.45470588235293846
1366,1.7659148766905437,1.9270000000000047,1765.9148766905437,1927.0000000000048,416.3568,601.04,708.45178319684,739.2199007038353,0.5186323449464422,0.5411565890950478,0.5494618372408567,0.45470588235293846
1367,1.7660954653938055,1.9270000000000047,1766.0954653938054,1927.0000000000048,416.6616,601.48,709.2169163428041,740.0547432144263,0.5188126674051237,0.5413714288327917,0.5493556085918792,0.45470588235293846
1368,1.7662760540970672,1.9270000000000047,1766.2760540970671,1927.0000000000048,416.9664,601.92,709.98212772599,740.8895857250172,0.5189927834254313,0.5415859544773518,0.5492493799429017,0.45470588235293846
1369,1.766456642800329,1.9270000000000047,1766.456642800329,1927.0000000000048,417.2712,602.36,710.7474173463977,741.7244282356082,0.5191726934597499,0.5418001667170257,0.5491431512939242,0.45470588235293846
1370,1.7666372315035908,1.9270000000000047,1766.6372315035908,1927.0000000000048,417.576,602.8,711.5127852040272,742.5592707461992,0.5193523979591439,0.5420140662381017,0.5490369226449466,0.45470588235293846
1371,1.7668178202068525,1.9270000000000047,1766.8178202068525,1927.0000000000048,417.8808,603.24,712.2782312988785,743.3941132567902,0.5195318973733614,0.5422276537248653,0.5489306939959692,0.45470588235293846
1372,1.7669984089101143,1.9270000000000047,1766.9984089101142,1927.0000000000048,418.1856,603.68,713.0437556309516,744.2289557673812,0.5197111921508394,0.5424409298596072,0.5488244653469917,0.45470588235293846
1373,1.767178997613376,1.9270000000000047,1767.178997613376,1927.0000000000048,418.4904,604.12,713.8093582002466,745.0637982779722,0.5198902827387084,0.5426538953226309,0.5487182366980141,0.45470588235293846
1374,1.7673595863166378,1.9270000000000047,1767.359586316638,1927.0000000000048,418.7952,604.5600000000001,714.5750390067633,745.8986407885632,0.5200691695827971,0.5428665507922585,0.5486120080490366,0.45470588235293846
1375,1.7675401750198996,1.9270000000000047,1767.5401750198996,1927.0000000000048,419.1,605.0,715.3407980505018,746.7334832991542,0.5202478531276377,0.5430788969448394,0.5485057794000591,0.45470588235293846
1376,1.7677207637231613,1.9270000000000047,1767.7207637231613,1927.0000000000048,419.4048,605.44,716.1066353314621,747.5683258097451,0.5204263338164696,0.5432909344547566,0.5483995507510816,0.45470588235293846
1377,1.767901352426423,1.9270000000000047,1767.901352426423,1927.0000000000048,419.7096,605.88,716.8725508496443,748.4031683203361,0.520604612091245,0.5435026639944344,0.5482933221021041,0.45470588235293846
1378,1.7680819411296849,1.9270000000000047,1768.0819411296848,1927.0000000000048,420.0144,606.32,717.6385446050482,749.2380108309271,0.520782688392633,0.5437140862343448,0.5481870934531266,0.45470588235293846
1379,1.7682625298329466,1.9270000000000047,1768.2625298329467,1927.0000000000048,420.3192,606.76,718.4046165976739,750.0728533415181,0.5209605631600246,0.5439252018430153,0.5480808648041491,0.45470588235293846
1380,1.7684431185362084,1.9270000000000047,1768.4431185362084,1927.0000000000048,420.624,607.2,719.1707668275214,750.9076958521091,0.5211382368315373,0.5441360114870356,0.5479746361551716,0.45470588235293846
1381,1.7686237072394702,1.9270000000000047,1768.6237072394701,1927.0000000000048,420.9288,607.64,719.9369952945908,751.7425383627001,0.5213157098440194,0.5443465158310645,0.547868407506194,0.45470588235293846
1382,1.768804295942732,1.9270000000000047,1768.8042959427319,1927.0000000000048,421.2336,608.08,720.703301998882,752.5773808732911,0.521492982633055,0.5445567155378372,0.5477621788572166,0.45470588235293846
1383,1.7689848846459937,1.9270000000000047,1768.9848846459936,1927.0000000000048,421.5384,608.52,721.4696869403949,753.4122233838821,0.5216700556329681,0.5447666112681722,0.5476559502082391,0.45470588235293846
1384,1.7691654733492554,1.9270000000000047,1769.1654733492555,1927.0000000000048,421.8432,608.96,722.2361501191297,754.247065894473,0.5218469292768277,0.5449762036809777,0.5475497215592615,0.45470588235293846
1385,1.7693460620525172,1.9270000000000047,1769.3460620525173,1927.0000000000048,422.148,609.4,723.0026915350862,755.081908405064,0.5220236039964522,0.5451854934332593,0.547443492910284,0.45470588235293846
1386,1.769526650755779,1.9270000000000047,1769.526650755779,1927.0000000000048,422.4528,609.84,723.7693111882646,755.916750915655,0.5222000802224132,0.5453944811801262,0.5473372642613066,0.45470588235293846
1387,1.7697072394590407,1.9270000000000047,1769.7072394590407,1927.0000000000048,422.7576,610.28,724.5360090786648,756.751593426246,0.522376358384041,0.5456031675747989,0.547231035612329,0.45470588235293846
1388,1.7698878281623025,1.9270000000000047,1769.8878281623024,1927.0000000000048,423.0624,610.72,725.3027852062868,757.586435936837,0.5225524389094285,0.5458115532686145,0.5471248069633515,0.45470588235293846
1389,1.7700684168655643,1.9270000000000047,1770.0684168655644,1927.0000000000048,423.3672,611.16,726.0696395711306,758.421278447428,0.522728322225436,0.5460196389110352,0.5470185783143741,0.45470588235293846
1390,1.770249005568826,1.9270000000000047,1770.249005568826,1927.0000000000048,423.672,611.6,726.8365721731961,759.256120958019,0.522904008757695,0.546227425149654,0.5469123496653965,0.45470588235293846
1391,1.7704295942720878,1.9270000000000047,1770.4295942720878,1927.0000000000048,423.9768,612.04,727.6035830124836,760.09096346861,0.5230794989306137,0.5464349126302013,0.546806121016419,0.45470588235293846
1392,1.7706101829753496,1.9270000000000047,1770.6101829753495,1927.0000000000048,424.2816,612.48,728.3706720889927,760.925805979201,0.5232547931673798,0.5466421019965524,0.5466998923674414,0.45470588235293846
1393,1.7707907716786113,1.9270000000000047,1770.7907716786112,1927.0000000000048,424.5864,612.92,729.1378394027237,761.760648489792,0.5234298918899667,0.5468489938907336,0.546593663718464,0.45470588235293846
1394,1.770971360381873,1.9270000000000047,1770.9713603818732,1927.0000000000048,424.8912,613.36,729.9050849536765,762.5954910003829,0.5236047955191366,0.5470555889529289,0.5464874350694865,0.45470588235293846
1395,1.7711519490851348,1.9270000000000047,1771.151949085135,1927.0000000000048,425.196,613.8,730.6724087418511,763.4303335109739,0.5237795044744452,0.5472618878214867,0.5463812064205089,0.45470588235293846
1396,1.7713325377883966,1.9270000000000047,1771.3325377883966,1927.0000000000048,425.5008,614.24,731.4398107672475,764.2651760215649,0.5239540191742461,0.5474678911329262,0.5462749777715314,0.45470588235293846
1397,1.7715131264916584,1.9270000000000047,1771.5131264916583,1927.0000000000048,425.8056,614.68,732.2072910298657,765.1000185321559,0.5241283400356949,0.547673599521944,0.546168749122554,0.45470588235293846
1398,1.7716937151949201,1.9270000000000047,1771.69371519492,1927.0000000000048,426.1104,615.12,732.9748495297057,765.9348610427469,0.5243024674747537,0.5478790136214212,0.5460625204735764,0.45470588235293846
1399,1.771874303898182,1.9270000000000047,1771.874303898182,1927.0000000000048,426.4152,615.5600000000001,733.7424862667675,766.7697035533379,0.5244764019061955,0.5480841340624288,0.5459562918245989,0.45470588235293846
1400,1.7720548926014437,1.9270000000000047,1772.0548926014437,1927.0000000000048,426.72,616.0,734.5102012410512,767.6045460639289,0.524650143743608,0.5482889614742349,0.5458500631756215,0.45470588235293846
1401,1.7722354813047054,1.9270000000000047,1772.2354813047054,1927.0000000000048,427.0248,616.44,735.2779944525565,768.4393885745199,0.5248236933993979,0.5484934964843111,0.5457438345266439,0.45470588235293846
1402,1.7724160700079672,1.9270000000000047,1772.4160700079672,1927.0000000000048,427.3296,616.88,736.0458659012837,769.2742310851108,0.5249970512847958,0.5486977397183387,0.5456376058776664,0.45470588235293846
1403,1.772596658711229,1.9270000000000047,1772.5966587112289,1927.0000000000048,427.6344,617.32,736.8138155872327,770.1090735957018,0.5251702178098594,0.5489016918002151,0.5455313772286889,0.45470588235293846
1404,1.7727772474144907,1.9270000000000047,1772.7772474144908,1927.0000000000048,427.9392,617.76,737.5818435104036,770.9439161062928,0.5253431933834783,0.5491053533520605,0.5454251485797114,0.45470588235293846
1405,1.7729578361177525,1.9270000000000047,1772.9578361177525,1927.0000000000048,428.244,618.2,738.3499496707963,771.7787586168838,0.5255159784133782,0.5493087249942233,0.5453189199307339,0.45470588235293846
1406,1.7731384248210142,1.9270000000000047,1773.1384248210143,1927.0000000000048,428.5488,618.64,739.1181340684107,772.6136011274748,0.5256885733061242,0.5495118073452879,0.5452126912817564,0.45470588235293846
1407,1.773319013524276,1.9270000000000047,1773.319013524276,1927.0000000000048,428.85360000000003,619.08,739.8863967032469,773.4484436380658,0.5258609784671264,0.5497146010220795,0.5451064626327788,0.45470588235293846
1408,1.7734996022275378,1.9270000000000047,1773.4996022275377,1927.0000000000048,429.15840000000003,619.52,740.6547375753049,774.2832861486568,0.5260331943006427,0.549917106639671,0.5450002339838014,0.45470588235293846
1409,1.7736801909307995,1.9270000000000047,1773.6801909307994,1927.0000000000048,429.46320000000003,619.96,741.4231566845848,775.1181286592478,0.5262052212097834,0.5501193248113895,0.5448940053348238,0.45470588235293846
1410,1.7738607796340613,1.9270000000000047,1773.8607796340614,1927.0000000000048,429.76800000000003,620.4,742.1916540310865,775.9529711698387,0.5263770595965153,0.5503212561488218,0.5447877766858463,0.45470588235293846
1411,1.774041368337323,1.9270000000000047,1774.041368337323,1927.0000000000048,430.07280000000003,620.84,742.9602296148099,776.7878136804297,0.5265487098616655,0.5505229012618212,0.5446815480368689,0.45470588235293846
1412,1.7742219570405848,1.9270000000000047,1774.2219570405848,1927.0000000000048,430.37760000000003,621.28,743.7288834357552,777.6226561910207,0.5267201724049257,0.5507242607585132,0.5445753193878913,0.45470588235293846
1413,1.7744025457438466,1.9270000000000047,1774.4025457438465,1927.0000000000048,430.68240000000003,621.72,744.4976154939222,778.4574987016117,0.5268914476248565,0.550925335245302,0.5444690907389138,0.45470588235293846
1414,1.7745831344471084,1.9270000000000047,1774.5831344471083,1927.0000000000048,430.98720000000003,622.16,745.2664257893111,779.2923412122027,0.5270625359188905,0.551126125326876,0.5443628620899363,0.45470588235293846
1415,1.7747637231503701,1.9270000000000047,1774.7637231503702,1927.0000000000048,431.29200000000003,622.6,746.0353143219218,780.1271837227937,0.527233437683337,0.5513266316062146,0.5442566334409588,0.45470588235293846
1416,1.7749443118536319,1.9270000000000047,1774.944311853632,1927.0000000000048,431.59680000000003,623.04,746.8042810917542,780.9620262333847,0.5274041533133857,0.5515268546845937,0.5441504047919813,0.45470588235293846
1417,1.7751249005568936,1.9270000000000047,1775.1249005568936,1927.0000000000048,431.90160000000003,623.48,747.5733260988085,781.7968687439757,0.5275746832031112,0.5517267951615918,0.5440441761430038,0.45470588235293846
1418,1.7753054892601554,1.9270000000000047,1775.3054892601554,1927.0000000000048,432.20640000000003,623.92,748.3424493430846,782.6317112545667,0.5277450277454757,0.5519264536350964,0.5439379474940262,0.45470588235293846
1419,1.7754860779634172,1.9270000000000047,1775.486077963417,1927.0000000000048,432.51120000000003,624.36,749.1116508245825,783.4665537651576,0.5279151873323344,0.5521258307013092,0.5438317188450488,0.45470588235293846
1420,1.775666666666679,1.9270000000000047,1775.666666666679,1927.0000000000048,432.81600000000003,624.8,749.8809305433022,784.3013962757486,0.5280851623544381,0.5523249269547525,0.5437254901960713,0.45470588235293846
1421,1.7758472553699407,1.9270000000000047,1775.8472553699407,1927.0000000000048,433.12080000000003,625.24,750.6502884992436,785.1362387863396,0.5282549532014381,0.5525237429882756,0.5436192615470937,0.45470588235293846
1422,1.7760278440732025,1.9270000000000047,1776.0278440732025,1927.0000000000048,433.42560000000003,625.68,751.4197246924069,785.9710812969306,0.5284245602618896,0.5527222793930595,0.5435130328981163,0.45470588235293846
1423,1.7762084327764642,1.9270000000000047,1776.2084327764642,1927.0000000000048,433.73040000000003,626.12,752.1892391227921,786.8059238075216,0.5285939839232552,0.5529205367586237,0.5434068042491388,0.45470588235293846
1424,1.776389021479726,1.9270000000000047,1776.389021479726,1927.0000000000048,434.03520000000003,626.5600000000001,752.9588317903989,787.6407663181126,0.5287632245719094,0.5531185156728319,0.5433005756001612,0.45470588235293846
1425,1.7765696101829878,1.9270000000000047,1776.5696101829878,1927.0000000000048,434.34000000000003,627.0,753.7285026952276,788.4756088287036,0.5289322825931422,0.5533162167218972,0.5431943469511837,0.45470588235293846
1426,1.7767501988862495,1.9270000000000047,1776.7501988862496,1927.0000000000048,434.64480000000003,627.44,754.4982518372781,789.3104513392946,0.5291011583711628,0.5535136404903889,0.5430881183022062,0.45470588235293846
1427,1.7769307875895113,1.9270000000000047,1776.9307875895113,1927.0000000000048,434.94960000000003,627.88,755.2680792165504,790.1452938498855,0.5292698522891033,0.5537107875612373,0.5429818896532287,0.45470588235293846
1428,1.777111376292773,1.9270000000000047,1777.111376292773,1927.0000000000048,435.25440000000003,628.32,756.0379848330446,790.9801363604765,0.5294383647290228,0.5539076585157399,0.5428756610042512,0.45470588235293846
1429,1.7772919649960348,1.9270000000000047,1777.2919649960347,1927.0000000000048,435.55920000000003,628.76,756.8079686867604,791.8149788710675,0.5296066960719107,0.5541042539335672,0.5427694323552736,0.45470588235293846
1430,1.7774725536992966,1.9270000000000047,1777.4725536992967,1927.0000000000048,435.86400000000003,629.2,757.5780307776981,792.6498213816585,0.529774846697691,0.5543005743927681,0.5426632037062962,0.45470588235293846
1431,1.7776531424025583,1.9270000000000047,1777.6531424025584,1927.0000000000048,436.16880000000003,629.64,758.3481711058577,793.4846638922495,0.5299428169852255,0.554496620469776,0.5425569750573187,0.45470588235293846
1432,1.77783373110582,1.9270000000000047,1777.83373110582,1927.0000000000048,436.47360000000003,630.08,759.118389671239,794.3195064028405,0.5301106073123177,0.5546923927394137,0.5424507464083411,0.45470588235293846
1433,1.7780143198090819,1.9270000000000047,1778.0143198090818,1927.0000000000048,436.77840000000003,630.52,759.8886864738422,795.1543489134315,0.5302782180557168,0.5548878917748998,0.5423445177593637,0.45470588235293846
1434,1.7781949085123436,1.9270000000000047,1778.1949085123435,1927.0000000000048,437.08320000000003,630.96,760.6590615136671,795.9891914240225,0.5304456495911207,0.5550831181478538,0.5422382891103862,0.45470588235293846
1435,1.7783754972156054,1.9270000000000047,1778.3754972156055,1927.0000000000048,437.38800000000003,631.4,761.4295147907138,796.8240339346135,0.5306129022931804,0.5552780724283021,0.5421320604614086,0.45470588235293846
1436,1.7785560859188672,1.9270000000000047,1778.5560859188672,1927.0000000000048,437.69280000000003,631.84,762.2000463049824,797.6588764452044,0.530779976535503,0.5554727551846828,0.5420258318124311,0.45470588235293846
1437,1.778736674622129,1.9270000000000047,1778.736674622129,1927.0000000000048,437.99760000000003,632.28,762.9706560564728,798.4937189557954,0.5309468726906561,0.5556671669838521,0.5419196031634537,0.45470588235293846
1438,1.7789172633253907,1.9270000000000047,1778.9172633253906,1927.0000000000048,438.30240000000003,632.72,763.7413440451849,799.3285614663864,0.5311135911301703,0.5558613083910893,0.5418133745144761,0.45470588235293846
1439,1.7790978520286524,1.9270000000000047,1779.0978520286524,1927.0000000000048,438.60720000000003,633.16,764.5121102711188,800.1634039769774,0.531280132224544,0.5560551799701025,0.5417071458654986,0.45470588235293846
1440,1.7792784407319142,1.9270000000000047,1779.2784407319143,1927.0000000000048,438.91200000000003,633.6,765.2829547342745,800.9982464875684,0.5314464963432463,0.5562487822830336,0.5416009172165211,0.45470588235293846
1441,1.779459029435176,1.9270000000000047,1779.459029435176,1927.0000000000048,439.21680000000003,634.04,766.0538774346521,801.8330889981594,0.5316126838547204,0.5564421158904646,0.5414946885675436,0.45470588235293846
1442,1.7796396181384377,1.9270000000000047,1779.6396181384378,1927.0000000000048,439.52160000000003,634.48,766.8248783722515,802.6679315087504,0.531778695126388,0.5566351813514219,0.5413884599185661,0.45470588235293846
1443,1.7798202068416995,1.9270000000000047,1779.8202068416995,1927.0000000000048,439.82640000000004,634.92,767.5959575470727,803.5027740193414,0.5319445305246518,0.5568279792233828,0.5412822312695885,0.45470588235293846
1444,1.7800007955449613,1.9270000000000047,1780.0007955449612,1927.0000000000048,440.13120000000004,635.36,768.3671149591156,804.3376165299323,0.5321101904149,0.55702051006228,0.541176002620611,0.45470588235293846
1445,1.780181384248223,1.9270000000000047,1780.1813842482231,1927.0000000000048,440.43600000000004,635.8,769.1383506083804,805.1724590405233,0.532275675161509,0.5572127744225075,0.5410697739716336,0.45470588235293846
1446,1.7803619729514848,1.9270000000000047,1780.3619729514849,1927.0000000000048,440.74080000000004,636.24,769.909664494867,806.0073015511143,0.5324409851278472,0.5574047728569256,0.540963545322656,0.45470588235293846
1447,1.7805425616547466,1.9270000000000047,1780.5425616547466,1927.0000000000048,441.04560000000004,636.68,770.6810566185754,806.8421440617053,0.5326061206762788,0.5575965059168662,0.5408573166736785,0.45470588235293846
1448,1.7807231503580083,1.9270000000000047,1780.7231503580083,1927.0000000000048,441.35040000000004,637.12,771.4525269795056,807.6769865722963,0.5327710821681668,0.5577879741521383,0.5407510880247011,0.45470588235293846
1449,1.78090373906127,1.9270000000000047,1780.90373906127,1927.0000000000048,441.65520000000004,637.5600000000001,772.2240755776576,808.5118290828873,0.5329358699638769,0.5579791781110334,0.5406448593757235,0.45470588235293846
1450,1.7810843277645318,1.9270000000000047,1781.0843277645317,1927.0000000000048,441.96000000000004,638.0,772.9957024130314,809.3466715934783,0.5331004844227802,0.5581701183403298,0.540538630726746,0.45470588235293846
